16:53:41 | INFO    | 16_gap_injection | injecting the gap profile of US Embassy Dhaka (OpenAQ 2445+8415): {'n_gaps': 2074, 'total_hours': 14002, 'median_h': 1.0, 'mean_h': 6.751205400192864, 'max_h': 2712, 'pct_single_hour': 63.837994214079075}
16:53:49 | INFO    | 16_gap_injection |     xgboost          RMSE   84.53  skill +0.1098
16:53:52 | INFO    | 16_gap_injection |     lightgbm         RMSE   86.51  skill +0.0890
16:53:52 | INFO    | 16_gap_injection |     gru_h64_l2: 23288 windows, 91 steps/epoch -> 60 epochs (~5460 optimizer steps)
16:53:55 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42: 40961 params | train 23288 windows, val 4846 | 91 steps/epoch | matrix 2.3 MB on device
16:53:56 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch   1/60  train 0.97657  val 0.48305  lr 1.00e-03  1.1s  *
16:53:57 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch   2/60  train 0.41025  val 0.47087  lr 2.00e-03  0.5s  *
16:53:57 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch   3/60  train 0.38896  val 0.46228  lr 3.00e-03  0.5s  *
16:53:58 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch   4/60  train 0.36518  val 0.49350  lr 3.00e-03  0.5s
16:53:58 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch   5/60  train 0.33282  val 0.49065  lr 3.00e-03  0.4s
16:53:59 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch   6/60  train 0.28968  val 0.51489  lr 2.99e-03  0.4s
16:53:59 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch   7/60  train 0.25039  val 0.50454  lr 2.98e-03  0.5s
16:54:00 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch   8/60  train 0.21178  val 0.51080  lr 2.96e-03  0.4s
16:54:00 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch   9/60  train 0.18529  val 0.51379  lr 2.94e-03  0.5s
16:54:01 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch  10/60  train 0.16696  val 0.52897  lr 2.92e-03  0.5s
16:54:01 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch  11/60  train 0.14748  val 0.51447  lr 2.89e-03  0.5s
16:54:02 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch  12/60  train 0.13828  val 0.52212  lr 2.86e-03  0.4s
16:54:02 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch  13/60  train 0.12832  val 0.55025  lr 2.82e-03  0.5s
16:54:02 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch  14/60  train 0.12064  val 0.52838  lr 2.78e-03  0.4s
16:54:03 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch  15/60  train 0.11595  val 0.52833  lr 2.73e-03  0.5s
16:54:03 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch  16/60  train 0.11076  val 0.53665  lr 2.68e-03  0.5s
16:54:04 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch  17/60  train 0.10365  val 0.56849  lr 2.63e-03  0.4s
16:54:04 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch  18/60  train 0.10144  val 0.53482  lr 2.58e-03  0.4s
16:54:05 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch  19/60  train 0.09587  val 0.54050  lr 2.52e-03  0.4s
16:54:05 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s42 epoch  20/60  train 0.09128  val 0.54496  lr 2.46e-03  0.4s
16:54:05 | INFO    | 16_gap_injection |     gru_h64_l2: 23288 windows, 91 steps/epoch -> 60 epochs (~5460 optimizer steps)
16:54:05 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337: 40961 params | train 23288 windows, val 4846 | 91 steps/epoch | matrix 2.3 MB on device
16:54:06 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch   1/60  train 0.90860  val 0.48952  lr 1.00e-03  0.4s  *
16:54:06 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch   2/60  train 0.40627  val 0.47260  lr 2.00e-03  0.4s  *
16:54:07 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch   3/60  train 0.38380  val 0.51310  lr 3.00e-03  0.4s
16:54:07 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch   4/60  train 0.35746  val 0.44458  lr 3.00e-03  0.4s  *
16:54:08 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch   5/60  train 0.32498  val 0.46475  lr 3.00e-03  0.4s
16:54:08 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch   6/60  train 0.28293  val 0.52133  lr 2.99e-03  0.5s
16:54:08 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch   7/60  train 0.23929  val 0.51309  lr 2.98e-03  0.5s
16:54:09 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch   8/60  train 0.20712  val 0.56322  lr 2.96e-03  0.5s
16:54:09 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch   9/60  train 0.17897  val 0.53586  lr 2.94e-03  0.5s
16:54:10 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch  10/60  train 0.16098  val 0.52015  lr 2.92e-03  0.4s
16:54:10 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch  11/60  train 0.14611  val 0.54528  lr 2.89e-03  0.6s
16:54:11 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch  12/60  train 0.13725  val 0.57765  lr 2.86e-03  0.5s
16:54:11 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch  13/60  train 0.12681  val 0.54744  lr 2.82e-03  0.4s
16:54:12 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch  14/60  train 0.11861  val 0.54453  lr 2.78e-03  0.4s
16:54:12 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch  15/60  train 0.11056  val 0.55935  lr 2.73e-03  0.4s
16:54:13 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch  16/60  train 0.10609  val 0.53972  lr 2.68e-03  0.5s
16:54:13 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch  17/60  train 0.10305  val 0.55667  lr 2.63e-03  0.4s
16:54:14 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch  18/60  train 0.09851  val 0.54274  lr 2.58e-03  0.4s
16:54:14 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch  19/60  train 0.09453  val 0.55778  lr 2.52e-03  0.4s
16:54:14 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s1337 epoch  20/60  train 0.09258  val 0.55008  lr 2.46e-03  0.4s
16:54:15 | INFO    | 16_gap_injection |     gru_h64_l2: 23288 windows, 91 steps/epoch -> 60 epochs (~5460 optimizer steps)
16:54:15 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024: 40961 params | train 23288 windows, val 4846 | 91 steps/epoch | matrix 2.3 MB on device
16:54:15 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch   1/60  train 1.07223  val 0.50635  lr 1.00e-03  0.5s  *
16:54:16 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch   2/60  train 0.41537  val 0.47151  lr 2.00e-03  0.4s  *
16:54:16 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch   3/60  train 0.38861  val 0.52195  lr 3.00e-03  0.4s
16:54:16 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch   4/60  train 0.35360  val 0.45190  lr 3.00e-03  0.4s  *
16:54:17 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch   5/60  train 0.31774  val 0.51243  lr 3.00e-03  0.5s
16:54:17 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch   6/60  train 0.27126  val 0.56428  lr 2.99e-03  0.4s
16:54:18 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch   7/60  train 0.23094  val 0.50999  lr 2.98e-03  0.5s
16:54:18 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch   8/60  train 0.20414  val 0.57128  lr 2.96e-03  0.4s
16:54:19 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch   9/60  train 0.17539  val 0.56855  lr 2.94e-03  0.5s
16:54:19 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch  10/60  train 0.15536  val 0.55767  lr 2.92e-03  0.5s
16:54:20 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch  11/60  train 0.14149  val 0.55102  lr 2.89e-03  0.4s
16:54:20 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch  12/60  train 0.13167  val 0.56373  lr 2.86e-03  0.5s
16:54:21 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch  13/60  train 0.12409  val 0.57423  lr 2.82e-03  0.5s
16:54:21 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch  14/60  train 0.11832  val 0.51995  lr 2.78e-03  0.4s
16:54:22 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch  15/60  train 0.11185  val 0.56923  lr 2.73e-03  0.5s
16:54:22 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch  16/60  train 0.10694  val 0.55213  lr 2.68e-03  0.5s
16:54:23 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch  17/60  train 0.10228  val 0.56838  lr 2.63e-03  0.5s
16:54:23 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch  18/60  train 0.09730  val 0.55391  lr 2.58e-03  0.4s
16:54:23 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch  19/60  train 0.09528  val 0.55562  lr 2.52e-03  0.5s
16:54:24 | INFO    | 16_gap_injection | gru_h64_l2_w48_H24_s2024 epoch  20/60  train 0.09028  val 0.55808  lr 2.46e-03  0.4s
16:54:24 | INFO    | 16_gap_injection |     gru_h64_l2       RMSE   84.93  skill +0.1056  (3 seeds)
16:54:24 | INFO    | 16_gap_injection |     lstm_h64_l1: 23288 windows, 91 steps/epoch -> 60 epochs (~5460 optimizer steps)
16:54:24 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42: 21313 params | train 23288 windows, val 4846 | 91 steps/epoch | matrix 2.3 MB on device
16:54:24 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch   1/60  train 1.35937  val 0.47178  lr 1.00e-03  0.4s  *
16:54:25 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch   2/60  train 0.42090  val 0.47060  lr 2.00e-03  0.4s  *
16:54:25 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch   3/60  train 0.40305  val 0.48031  lr 3.00e-03  0.4s
16:54:26 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch   4/60  train 0.39523  val 0.48149  lr 3.00e-03  0.4s
16:54:26 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch   5/60  train 0.38082  val 0.46119  lr 3.00e-03  0.3s  *
16:54:26 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch   6/60  train 0.36328  val 0.47711  lr 2.99e-03  0.4s
16:54:27 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch   7/60  train 0.34740  val 0.49256  lr 2.98e-03  0.4s
16:54:27 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch   8/60  train 0.33033  val 0.49363  lr 2.96e-03  0.4s
16:54:27 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch   9/60  train 0.31563  val 0.52652  lr 2.94e-03  0.4s
16:54:28 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch  10/60  train 0.30547  val 0.53197  lr 2.92e-03  0.4s
16:54:28 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch  11/60  train 0.28451  val 0.50229  lr 2.89e-03  0.4s
16:54:29 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch  12/60  train 0.27215  val 0.50087  lr 2.86e-03  0.5s
16:54:29 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch  13/60  train 0.26366  val 0.53434  lr 2.82e-03  0.4s
16:54:30 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch  14/60  train 0.24578  val 0.54944  lr 2.78e-03  0.4s
16:54:30 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch  15/60  train 0.24207  val 0.49176  lr 2.73e-03  0.4s
16:54:30 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch  16/60  train 0.23380  val 0.50554  lr 2.68e-03  0.4s
16:54:31 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch  17/60  train 0.22178  val 0.54535  lr 2.63e-03  0.4s
16:54:31 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch  18/60  train 0.21635  val 0.53558  lr 2.58e-03  0.4s
16:54:32 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch  19/60  train 0.20556  val 0.55368  lr 2.52e-03  0.4s
16:54:32 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s42 epoch  20/60  train 0.19404  val 0.57147  lr 2.46e-03  0.4s
16:54:32 | INFO    | 16_gap_injection |     lstm_h64_l1: 23288 windows, 91 steps/epoch -> 60 epochs (~5460 optimizer steps)
16:54:32 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337: 21313 params | train 23288 windows, val 4846 | 91 steps/epoch | matrix 2.3 MB on device
16:54:32 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch   1/60  train 1.37397  val 0.45818  lr 1.00e-03  0.4s  *
16:54:33 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch   2/60  train 0.41672  val 0.47872  lr 2.00e-03  0.4s
16:54:33 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch   3/60  train 0.39793  val 0.47298  lr 3.00e-03  0.4s
16:54:34 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch   4/60  train 0.38315  val 0.44302  lr 3.00e-03  0.4s  *
16:54:34 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch   5/60  train 0.36893  val 0.47961  lr 3.00e-03  0.4s
16:54:34 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch   6/60  train 0.35931  val 0.48668  lr 2.99e-03  0.4s
16:54:35 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch   7/60  train 0.34133  val 0.48712  lr 2.98e-03  0.4s
16:54:35 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch   8/60  train 0.33213  val 0.49963  lr 2.96e-03  0.4s
16:54:35 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch   9/60  train 0.32619  val 0.48391  lr 2.94e-03  0.4s
16:54:36 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch  10/60  train 0.31587  val 0.51392  lr 2.92e-03  0.4s
16:54:36 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch  11/60  train 0.29706  val 0.52572  lr 2.89e-03  0.4s
16:54:37 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch  12/60  train 0.29071  val 0.49300  lr 2.86e-03  0.3s
16:54:37 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch  13/60  train 0.28315  val 0.49349  lr 2.82e-03  0.3s
16:54:37 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch  14/60  train 0.26972  val 0.50870  lr 2.78e-03  0.3s
16:54:38 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch  15/60  train 0.26096  val 0.49706  lr 2.73e-03  0.3s
16:54:38 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch  16/60  train 0.24487  val 0.50368  lr 2.68e-03  0.4s
16:54:38 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch  17/60  train 0.23950  val 0.50866  lr 2.63e-03  0.3s
16:54:39 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch  18/60  train 0.22252  val 0.54219  lr 2.58e-03  0.3s
16:54:39 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch  19/60  train 0.21666  val 0.52675  lr 2.52e-03  0.4s
16:54:39 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s1337 epoch  20/60  train 0.20839  val 0.51652  lr 2.46e-03  0.4s
16:54:40 | INFO    | 16_gap_injection |     lstm_h64_l1: 23288 windows, 91 steps/epoch -> 60 epochs (~5460 optimizer steps)
16:54:40 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024: 21313 params | train 23288 windows, val 4846 | 91 steps/epoch | matrix 2.3 MB on device
16:54:40 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch   1/60  train 1.38335  val 0.47761  lr 1.00e-03  0.4s  *
16:54:40 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch   2/60  train 0.42394  val 0.48559  lr 2.00e-03  0.5s
16:54:41 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch   3/60  train 0.40287  val 0.51646  lr 3.00e-03  0.5s
16:54:41 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch   4/60  train 0.38348  val 0.45070  lr 3.00e-03  0.4s  *
16:54:42 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch   5/60  train 0.37641  val 0.48885  lr 3.00e-03  0.3s
16:54:42 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch   6/60  train 0.36096  val 0.52112  lr 2.99e-03  0.4s
16:54:42 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch   7/60  train 0.35383  val 0.47829  lr 2.98e-03  0.4s
16:54:43 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch   8/60  train 0.34198  val 0.46854  lr 2.96e-03  0.3s
16:54:43 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch   9/60  train 0.33687  val 0.48154  lr 2.94e-03  0.4s
16:54:43 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch  10/60  train 0.32246  val 0.49241  lr 2.92e-03  0.4s
16:54:44 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch  11/60  train 0.30835  val 0.48531  lr 2.89e-03  0.4s
16:54:44 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch  12/60  train 0.29048  val 0.46453  lr 2.86e-03  0.4s
16:54:45 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch  13/60  train 0.27983  val 0.52200  lr 2.82e-03  0.4s
16:54:45 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch  14/60  train 0.26760  val 0.46737  lr 2.78e-03  0.4s
16:54:45 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch  15/60  train 0.25554  val 0.49222  lr 2.73e-03  0.4s
16:54:46 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch  16/60  train 0.24465  val 0.46884  lr 2.68e-03  0.4s
16:54:46 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch  17/60  train 0.23388  val 0.46018  lr 2.63e-03  0.4s
16:54:47 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch  18/60  train 0.22578  val 0.47749  lr 2.58e-03  0.4s
16:54:47 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch  19/60  train 0.21584  val 0.49740  lr 2.52e-03  0.4s
16:54:47 | INFO    | 16_gap_injection | lstm_h64_l1_w48_H24_s2024 epoch  20/60  train 0.20146  val 0.50383  lr 2.46e-03  0.4s
16:54:47 | INFO    | 16_gap_injection |     lstm_h64_l1      RMSE   84.18  skill +0.1136  (3 seeds)
16:54:47 | INFO    | 16_gap_injection |     dlinear: 23288 windows, 91 steps/epoch -> 60 epochs (~5460 optimizer steps)
16:54:47 | INFO    | 16_gap_injection | dlinear_w48_H24_s42: 1634 params | train 23288 windows, val 4846 | 91 steps/epoch | matrix 2.3 MB on device
16:54:48 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch   1/60  train 3.40644  val 3.08321  lr 1.00e-03  0.2s  *
16:54:48 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch   2/60  train 3.14365  val 2.58054  lr 2.00e-03  0.3s  *
16:54:48 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch   3/60  train 2.71213  val 2.09755  lr 3.00e-03  0.2s  *
16:54:48 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch   4/60  train 2.19317  val 1.61464  lr 3.00e-03  0.2s  *
16:54:49 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch   5/60  train 1.70362  val 1.16652  lr 3.00e-03  0.2s  *
16:54:49 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch   6/60  train 1.27680  val 0.98373  lr 2.99e-03  0.2s  *
16:54:49 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch   7/60  train 0.92946  val 0.64713  lr 2.98e-03  0.2s  *
16:54:50 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch   8/60  train 0.67995  val 0.51660  lr 2.96e-03  0.2s  *
16:54:50 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch   9/60  train 0.53786  val 0.48025  lr 2.94e-03  0.2s  *
16:54:50 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  10/60  train 0.46171  val 0.49582  lr 2.92e-03  0.2s
16:54:50 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  11/60  train 0.42862  val 0.48826  lr 2.89e-03  0.2s
16:54:51 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  12/60  train 0.41693  val 0.50160  lr 2.86e-03  0.2s
16:54:51 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  13/60  train 0.41153  val 0.48730  lr 2.82e-03  0.3s
16:54:51 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  14/60  train 0.41184  val 0.53451  lr 2.78e-03  0.2s
16:54:51 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  15/60  train 0.41048  val 0.55784  lr 2.73e-03  0.2s
16:54:52 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  16/60  train 0.41034  val 0.49499  lr 2.68e-03  0.2s
16:54:52 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  17/60  train 0.40611  val 0.50801  lr 2.63e-03  0.2s
16:54:52 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  18/60  train 0.41080  val 0.49389  lr 2.58e-03  0.2s
16:54:52 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  19/60  train 0.40683  val 0.48208  lr 2.52e-03  0.3s
16:54:53 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  20/60  train 0.40565  val 0.48228  lr 2.46e-03  0.3s
16:54:53 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  21/60  train 0.40425  val 0.50046  lr 2.39e-03  0.3s
16:54:53 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  22/60  train 0.40348  val 0.45221  lr 2.32e-03  0.2s  *
16:54:54 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  23/60  train 0.40274  val 0.48414  lr 2.25e-03  0.2s
16:54:54 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  24/60  train 0.40579  val 0.49684  lr 2.18e-03  0.2s
16:54:54 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  25/60  train 0.40173  val 0.52753  lr 2.11e-03  0.2s
16:54:54 | INFO    | 16_gap_injection | dlinear_w48_H24_s42 epoch  26/60  train 0.40189  val 0.46312  lr 2.03e-03  0.2s
